States/UTs,Year,CrimeHead,Offenders (Driver/Pedestrian) Died_Male,Offenders (Driver/Pedestrian) Died_Female,Offenders (Driver/Pedestrian) Died_Transgender,Offenders (Driver/Pedestrian) Died_Total,Victims Died_Male,Victims Died_Female,Victims Died_Transgender,Victims Died_Total
Uttar Pradesh,2014,Car (4 & 5 Seater) - Taxi,24,2,0,26,196,31,0,227
Uttar Pradesh,2014,Jeep (Total),124,32,0,156,590,99,0,689
Uttar Pradesh,2014,Jeep - Government,14,2,0,16,44,13,0,57
Uttar Pradesh,2014,Jeep - Private,110,30,0,140,546,86,0,632
Uttar Pradesh,2014,Tractor (Total),89,11,0,100,488,92,1,581
Uttar Pradesh,2014,Three Wheeler/Auto rickshaw (Total),67,13,0,80,762,127,8,897
Uttar Pradesh,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,56,13,0,69,612,92,6,710
Uttar Pradesh,2014,Three Wheeler/Auto rickshaw - Goods Carriers,11,0,0,11,150,35,2,187
Uttar Pradesh,2014,Two Wheeler (Total),434,74,0,508,2068,426,0,2494
Uttar Pradesh,2014,Two Wheeler - Motor Cycle,410,65,0,475,1771,350,0,2121
Uttar Pradesh,2014,Two Wheeler - Scooter,7,5,0,12,37,18,0,55
Uttar Pradesh,2014,Two Wheeler - Others,17,4,0,21,260,58,0,318
Uttar Pradesh,2014,Other Motor Vehicles,75,16,0,91,464,91,0,555
Uttar Pradesh,2014,Sub Total (Motor Vehicles),1858,308,0,2166,10957,1983,15,12955
Uttar Pradesh,2014,Bicycle,9,4,0,13,110,15,0,125
Uttar Pradesh,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),1,0,0,1,19,2,0,21
Uttar Pradesh,2014,Animal Drawn Vehicle,1,0,0,1,26,7,0,33
Uttar Pradesh,2014,Pedestrian,17,4,0,21,155,29,0,184
Uttar Pradesh,2014,Others,165,34,0,199,451,114,0,565
Uttar Pradesh,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,193,42,0,235,761,167,0,928
Uttar Pradesh,2014,Total,2051,350,0,2401,11718,2150,15,13883
Uttarakhand,2014,Truck/Lorry (Total),5,0,0,5,71,11,0,82
Uttarakhand,2014,Truck/Lorry - Normal Goods Carriers,5,0,0,5,71,11,0,82
Uttarakhand,2014,Truck/Lorry - Trailer/Container Carriers,0,0,0,0,0,0,0,0
Uttarakhand,2014,Truck/Lorry - Tankers,0,0,0,0,0,0,0,0
Uttarakhand,2014,Truck/Lorry - Others,0,0,0,0,0,0,0,0
Uttarakhand,2014,Bus (Total),17,0,0,17,80,5,0,85
Uttarakhand,2014,Bus - Government,0,0,0,0,0,0,0,0
Uttarakhand,2014,Bus - Private,17,0,0,17,80,5,0,85
Uttarakhand,2014,Bus - School Bus,0,0,0,0,0,0,0,0
Uttarakhand,2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),0,0,0,0,0,0,0,0
Uttarakhand,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,0,0,0,0,0,0,0,0
Uttarakhand,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,0,0,0,0,0,0,0,0
Uttarakhand,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,0,0,0,0,0,0,0,0
Uttarakhand,2014,Car (4 & 5 Seater) (Total),30,10,0,40,96,14,0,110
Uttarakhand,2014,Car (4 & 5 Seater) - Government,0,0,0,0,0,0,0,0
Uttarakhand,2014,Car (4 & 5 Seater) - Private,22,7,0,29,61,9,0,70
Uttarakhand,2014,Car (4 & 5 Seater) - Taxi,8,3,0,11,35,5,0,40
Uttarakhand,2014,Jeep (Total),11,0,0,11,15,5,0,20
Uttarakhand,2014,Jeep - Government,0,0,0,0,0,0,0,0
Uttarakhand,2014,Jeep - Private,11,0,0,11,15,5,0,20
Uttarakhand,2014,Tractor (Total),6,0,0,6,19,1,0,20
Uttarakhand,2014,Three Wheeler/Auto rickshaw (Total),4,0,0,4,12,0,0,12
Uttarakhand,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,2,0,0,2,6,0,0,6
Uttarakhand,2014,Three Wheeler/Auto rickshaw - Goods Carriers,2,0,0,2,6,0,0,6
Uttarakhand,2014,Two Wheeler (Total),16,10,0,26,11,7,0,18
Uttarakhand,2014,Two Wheeler - Motor Cycle,16,10,0,26,11,7,0,18
Uttarakhand,2014,Two Wheeler - Scooter,0,0,0,0,0,0,0,0
Uttarakhand,2014,Two Wheeler - Others,0,0,0,0,0,0,0,0
Uttarakhand,2014,Other Motor Vehicles,22,0,0,22,2,0,0,2
Uttarakhand,2014,Sub Total (Motor Vehicles),111,20,0,131,306,43,0,349
Uttarakhand,2014,Bicycle,0,0,0,0,0,0,0,0
Uttarakhand,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,0,0,0
Uttarakhand,2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
Uttarakhand,2014,Pedestrian,5,0,0,5,0,0,0,0
Uttarakhand,2014,Others,22,0,0,22,0,0,0,0
Uttarakhand,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,27,0,0,27,0,0,0,0
Uttarakhand,2014,Total,138,20,0,158,306,43,0,349
West Bengal,2014,Truck/Lorry (Total),360,0,0,360,1090,239,0,1329
West Bengal,2014,Truck/Lorry - Normal Goods Carriers,271,0,0,271,522,116,0,638
West Bengal,2014,Truck/Lorry - Trailer/Container Carriers,10,0,0,10,47,6,0,53
West Bengal,2014,Truck/Lorry - Tankers,5,0,0,5,22,3,0,25
West Bengal,2014,Truck/Lorry - Others,74,0,0,74,499,114,0,613
West Bengal,2014,Bus (Total),120,0,0,120,441,98,0,539
West Bengal,2014,Bus - Government,3,0,0,3,18,5,0,23
West Bengal,2014,Bus - Private,117,0,0,117,417,93,0,510
West Bengal,2014,Bus - School Bus,0,0,0,0,6,0,0,6
West Bengal,2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),54,0,0,54,75,22,0,97
West Bengal,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,0,0,0,0,0,0,0,0
West Bengal,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,54,0,0,54,73,21,0,94
West Bengal,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,0,0,0,0,2,1,0,3
West Bengal,2014,Car (4 & 5 Seater) (Total),125,5,0,130,399,101,0,500
West Bengal,2014,Car (4 & 5 Seater) - Government,1,0,0,1,3,0,0,3
West Bengal,2014,Car (4 & 5 Seater) - Private,123,5,0,128,362,83,0,445
West Bengal,2014,Car (4 & 5 Seater) - Taxi,1,0,0,1,34,18,0,52
West Bengal,2014,Jeep (Total),13,0,0,13,70,22,0,92
West Bengal,2014,Jeep - Government,2,0,0,2,2,0,0,2
West Bengal,2014,Jeep - Private,11,0,0,11,68,22,0,90
West Bengal,2014,Tractor (Total),20,0,0,20,76,10,0,86
West Bengal,2014,Three Wheeler/Auto rickshaw (Total),13,0,0,13,94,28,0,122
West Bengal,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,10,0,0,10,77,18,0,95
West Bengal,2014,Three Wheeler/Auto rickshaw - Goods Carriers,3,0,0,3,17,10,0,27
West Bengal,2014,Two Wheeler (Total),405,18,0,423,665,166,0,831
West Bengal,2014,Two Wheeler - Motor Cycle,362,16,0,378,637,145,0,782
West Bengal,2014,Two Wheeler - Scooter,16,0,0,16,9,17,0,26
West Bengal,2014,Two Wheeler - Others,27,2,0,29,19,4,0,23
West Bengal,2014,Other Motor Vehicles,216,11,0,227,387,97,0,484
West Bengal,2014,Sub Total (Motor Vehicles),1326,34,0,1360,3297,783,0,4080
West Bengal,2014,Bicycle,34,6,0,40,72,2,0,74
West Bengal,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,0,0,0
West Bengal,2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
West Bengal,2014,Pedestrian,65,52,0,117,355,83,0,438
West Bengal,2014,Others,49,64,0,113,210,46,0,256
West Bengal,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,148,122,0,270,637,131,0,768
West Bengal,2014,Total,1474,156,0,1630,3934,914,0,4848
A & N Islands,2014,Truck/Lorry (Total),0,0,0,0,0,0,0,0
A & N Islands,2014,Truck/Lorry - Normal Goods Carriers,0,0,0,0,0,0,0,0
A & N Islands,2014,Truck/Lorry - Trailer/Container Carriers,0,0,0,0,0,0,0,0
A & N Islands,2014,Truck/Lorry - Tankers,0,0,0,0,0,0,0,0
A & N Islands,2014,Truck/Lorry - Others,0,0,0,0,0,0,0,0
A & N Islands,2014,Bus (Total),0,0,0,0,0,1,0,1
A & N Islands,2014,Bus - Government,0,0,0,0,0,0,0,0
A & N Islands,2014,Bus - Private,0,0,0,0,0,1,0,1
A & N Islands,2014,Bus - School Bus,0,0,0,0,0,0,0,0
A & N Islands,2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),0,0,0,0,0,0,0,0
A & N Islands,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,0,0,0,0,0,0,0,0
A & N Islands,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,0,0,0,0,0,0,0,0
A & N Islands,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,0,0,0,0,0,0,0,0
A & N Islands,2014,Car (4 & 5 Seater) (Total),1,0,0,1,0,1,0,1
A & N Islands,2014,Car (4 & 5 Seater) - Government,0,0,0,0,0,0,0,0
A & N Islands,2014,Car (4 & 5 Seater) - Private,1,0,0,1,0,1,0,1
A & N Islands,2014,Car (4 & 5 Seater) - Taxi,0,0,0,0,0,0,0,0
A & N Islands,2014,Jeep (Total),0,0,0,0,0,0,0,0
A & N Islands,2014,Jeep - Government,0,0,0,0,0,0,0,0
A & N Islands,2014,Jeep - Private,0,0,0,0,0,0,0,0
A & N Islands,2014,Tractor (Total),0,0,0,0,0,0,0,0
A & N Islands,2014,Three Wheeler/Auto rickshaw (Total),0,0,0,0,1,0,0,1
A & N Islands,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,0,0,0,0,1,0,0,1
A & N Islands,2014,Three Wheeler/Auto rickshaw - Goods Carriers,0,0,0,0,0,0,0,0
A & N Islands,2014,Two Wheeler (Total),7,0,0,7,2,0,0,2
A & N Islands,2014,Two Wheeler - Motor Cycle,6,0,0,6,2,0,0,2
A & N Islands,2014,Two Wheeler - Scooter,0,0,0,0,0,0,0,0
A & N Islands,2014,Two Wheeler - Others,1,0,0,1,0,0,0,0
A & N Islands,2014,Other Motor Vehicles,0,0,0,0,0,0,0,0
A & N Islands,2014,Sub Total (Motor Vehicles),8,0,0,8,3,2,0,5
A & N Islands,2014,Bicycle,0,0,0,0,0,0,0,0
A & N Islands,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,0,0,0
A & N Islands,2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
A & N Islands,2014,Pedestrian,0,0,0,0,10,0,0,10
A & N Islands,2014,Others,0,0,0,0,0,0,0,0
A & N Islands,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,0,0,0,0,10,0,0,10
A & N Islands,2014,Total,8,0,0,8,13,2,0,15
Chandigarh,2014,Truck/Lorry (Total),0,0,0,0,0,0,0,0
Chandigarh,2014,Truck/Lorry - Normal Goods Carriers,0,0,0,0,0,0,0,0
Chandigarh,2014,Truck/Lorry - Trailer/Container Carriers,0,0,0,0,0,0,0,0
Chandigarh,2014,Truck/Lorry - Tankers,0,0,0,0,0,0,0,0
Chandigarh,2014,Truck/Lorry - Others,0,0,0,0,0,0,0,0
Chandigarh,2014,Bus (Total),0,0,0,0,3,0,0,3
Chandigarh,2014,Bus - Government,0,0,0,0,3,0,0,3
Chandigarh,2014,Bus - Private,0,0,0,0,0,0,0,0
Chandigarh,2014,Bus - School Bus,0,0,0,0,0,0,0,0
Chandigarh,2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),0,0,0,0,0,0,0,0
Chandigarh,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,0,0,0,0,0,0,0,0
Chandigarh,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,0,0,0,0,0,0,0,0
Chandigarh,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,0,0,0,0,0,0,0,0
Chandigarh,2014,Car (4 & 5 Seater) (Total),3,0,0,3,2,0,0,2
Chandigarh,2014,Car (4 & 5 Seater) - Government,0,0,0,0,0,0,0,0
Chandigarh,2014,Car (4 & 5 Seater) - Private,3,0,0,3,2,0,0,2
Chandigarh,2014,Car (4 & 5 Seater) - Taxi,0,0,0,0,0,0,0,0
Chandigarh,2014,Jeep (Total),0,0,0,0,0,0,0,0
Chandigarh,2014,Jeep - Government,0,0,0,0,0,0,0,0
Chandigarh,2014,Jeep - Private,0,0,0,0,0,0,0,0
Chandigarh,2014,Tractor (Total),0,0,0,0,0,0,0,0
Chandigarh,2014,Three Wheeler/Auto rickshaw (Total),0,0,0,0,5,1,0,6
Chandigarh,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,0,0,0,0,5,1,0,6
Chandigarh,2014,Three Wheeler/Auto rickshaw - Goods Carriers,0,0,0,0,0,0,0,0
Chandigarh,2014,Two Wheeler (Total),1,0,0,1,41,9,0,50
Chandigarh,2014,Two Wheeler - Motor Cycle,1,0,0,1,26,2,0,28
Chandigarh,2014,Two Wheeler - Scooter,0,0,0,0,15,7,0,22
Chandigarh,2014,Two Wheeler - Others,0,0,0,0,0,0,0,0
Chandigarh,2014,Other Motor Vehicles,0,0,0,0,0,0,0,0
Chandigarh,2014,Sub Total (Motor Vehicles),4,0,0,4,51,10,0,61
Chandigarh,2014,Bicycle,1,0,0,1,15,1,0,16
Chandigarh,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,1,0,1
Chandigarh,2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
Chandigarh,2014,Pedestrian,0,0,0,0,40,6,0,46
Chandigarh,2014,Others,0,0,0,0,2,0,0,2
Chandigarh,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,1,0,0,1,57,8,0,65
Chandigarh,2014,Total,5,0,0,5,108,18,0,126
D&N Haveli,2014,Truck/Lorry (Total),13,3,0,16,1,0,0,1
D&N Haveli,2014,Truck/Lorry - Normal Goods Carriers,13,3,0,16,1,0,0,1
D&N Haveli,2014,Truck/Lorry - Trailer/Container Carriers,0,0,0,0,0,0,0,0
D&N Haveli,2014,Truck/Lorry - Tankers,0,0,0,0,0,0,0,0
D&N Haveli,2014,Truck/Lorry - Others,0,0,0,0,0,0,0,0
D&N Haveli,2014,Bus (Total),2,0,0,2,1,1,0,2
D&N Haveli,2014,Bus - Government,1,0,0,1,0,0,0,0
D&N Haveli,2014,Bus - Private,1,0,0,1,1,1,0,2
D&N Haveli,2014,Bus - School Bus,0,0,0,0,0,0,0,0
D&N Haveli,2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),0,0,0,0,0,0,0,0
D&N Haveli,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,0,0,0,0,0,0,0,0
D&N Haveli,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,0,0,0,0,0,0,0,0
D&N Haveli,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,0,0,0,0,0,0,0,0
D&N Haveli,2014,Car (4 & 5 Seater) (Total),2,0,0,2,0,0,0,0
D&N Haveli,2014,Car (4 & 5 Seater) - Government,0,0,0,0,0,0,0,0
D&N Haveli,2014,Car (4 & 5 Seater) - Private,0,0,0,0,0,0,0,0
D&N Haveli,2014,Car (4 & 5 Seater) - Taxi,2,0,0,2,0,0,0,0
D&N Haveli,2014,Jeep (Total),3,1,0,4,0,0,0,0
D&N Haveli,2014,Jeep - Government,0,0,0,0,0,0,0,0
D&N Haveli,2014,Jeep - Private,3,1,0,4,0,0,0,0
D&N Haveli,2014,Tractor (Total),1,0,0,1,0,0,0,0
D&N Haveli,2014,Three Wheeler/Auto rickshaw (Total),1,0,0,1,0,1,0,1
D&N Haveli,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,1,0,0,1,0,1,0,1
D&N Haveli,2014,Three Wheeler/Auto rickshaw - Goods Carriers,0,0,0,0,0,0,0,0
D&N Haveli,2014,Two Wheeler (Total),6,2,0,8,5,1,0,6
D&N Haveli,2014,Two Wheeler - Motor Cycle,6,2,0,8,5,1,0,6
D&N Haveli,2014,Two Wheeler - Scooter,0,0,0,0,0,0,0,0
D&N Haveli,2014,Two Wheeler - Others,0,0,0,0,0,0,0,0
D&N Haveli,2014,Other Motor Vehicles,10,3,0,13,1,1,0,2
D&N Haveli,2014,Sub Total (Motor Vehicles),38,9,0,47,8,4,0,12
D&N Haveli,2014,Bicycle,0,0,0,0,0,0,0,0
D&N Haveli,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,0,0,0
D&N Haveli,2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
D&N Haveli,2014,Pedestrian,0,0,0,0,0,0,0,0
D&N Haveli,2014,Others,0,0,0,0,0,0,0,0
D&N Haveli,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,0,0,0,0,0,0,0,0
D&N Haveli,2014,Total,38,9,0,47,8,4,0,12
Daman & Diu,2014,Truck/Lorry (Total),0,0,0,0,3,0,0,3
Daman & Diu,2014,Truck/Lorry - Normal Goods Carriers,0,0,0,0,3,0,0,3
Daman & Diu,2014,Truck/Lorry - Trailer/Container Carriers,0,0,0,0,0,0,0,0
Daman & Diu,2014,Truck/Lorry - Tankers,0,0,0,0,0,0,0,0
Daman & Diu,2014,Truck/Lorry - Others,0,0,0,0,0,0,0,0
Daman & Diu,2014,Bus (Total),0,0,0,0,1,0,0,1
Daman & Diu,2014,Bus - Government,0,0,0,0,0,0,0,0
Daman & Diu,2014,Bus - Private,0,0,0,0,1,0,0,1
Daman & Diu,2014,Bus - School Bus,0,0,0,0,0,0,0,0
Daman & Diu,2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),0,0,0,0,0,0,0,0
Daman & Diu,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,0,0,0,0,0,0,0,0
Daman & Diu,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,0,0,0,0,0,0,0,0
Daman & Diu,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,0,0,0,0,0,0,0,0
Daman & Diu,2014,Car (4 & 5 Seater) (Total),0,0,0,0,0,0,0,0
Daman & Diu,2014,Car (4 & 5 Seater) - Government,0,0,0,0,0,0,0,0
Daman & Diu,2014,Car (4 & 5 Seater) - Private,0,0,0,0,0,0,0,0
Daman & Diu,2014,Car (4 & 5 Seater) - Taxi,0,0,0,0,0,0,0,0
Daman & Diu,2014,Jeep (Total),0,0,0,0,0,0,0,0
Daman & Diu,2014,Jeep - Government,0,0,0,0,0,0,0,0
Daman & Diu,2014,Jeep - Private,0,0,0,0,0,0,0,0
Daman & Diu,2014,Tractor (Total),0,0,0,0,0,0,0,0
Daman & Diu,2014,Three Wheeler/Auto rickshaw (Total),0,0,0,0,1,0,0,1
Daman & Diu,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,0,0,0,0,0,0,0,0
Daman & Diu,2014,Three Wheeler/Auto rickshaw - Goods Carriers,0,0,0,0,1,0,0,1
Daman & Diu,2014,Two Wheeler (Total),0,0,0,0,7,1,0,8
Daman & Diu,2014,Two Wheeler - Motor Cycle,0,0,0,0,7,1,0,8
Daman & Diu,2014,Two Wheeler - Scooter,0,0,0,0,0,0,0,0
Daman & Diu,2014,Two Wheeler - Others,0,0,0,0,0,0,0,0
Daman & Diu,2014,Other Motor Vehicles,0,0,0,0,0,0,0,0
Daman & Diu,2014,Sub Total (Motor Vehicles),0,0,0,0,12,1,0,13
Daman & Diu,2014,Bicycle,0,0,0,0,0,0,0,0
Daman & Diu,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,0,0,0
Daman & Diu,2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
Daman & Diu,2014,Pedestrian,0,0,0,0,0,2,0,2
Daman & Diu,2014,Others,0,0,0,0,0,0,0,0
Daman & Diu,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,0,0,0,0,0,2,0,2
Daman & Diu,2014,Total,0,0,0,0,12,3,0,15
Delhi UT,2014,Truck/Lorry (Total),4,0,0,4,302,29,0,331
Delhi UT,2014,Truck/Lorry - Normal Goods Carriers,3,0,0,3,146,9,0,155
Delhi UT,2014,Truck/Lorry - Trailer/Container Carriers,0,0,0,0,36,1,0,37
Delhi UT,2014,Truck/Lorry - Tankers,0,0,0,0,17,4,0,21
Delhi UT,2014,Truck/Lorry - Others,1,0,0,1,103,15,0,118
Delhi UT,2014,Bus (Total),3,0,0,3,101,16,0,117
Delhi UT,2014,Bus - Government,2,0,0,2,59,9,0,68
Delhi UT,2014,Bus - Private,1,0,0,1,37,7,0,44
Delhi UT,2014,Bus - School Bus,0,0,0,0,5,0,0,5
Delhi UT,2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),0,0,0,0,38,4,0,42
Delhi UT,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,0,0,0,0,3,1,0,4
Delhi UT,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,0,0,0,0,32,3,0,35
Delhi UT,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,0,0,0,0,3,0,0,3
Delhi UT,2014,Car (4 & 5 Seater) (Total),8,1,0,9,294,40,0,334
Delhi UT,2014,Car (4 & 5 Seater) - Government,0,0,0,0,2,0,0,2
Delhi UT,2014,Car (4 & 5 Seater) - Private,8,1,0,9,276,39,0,315
Delhi UT,2014,Car (4 & 5 Seater) - Taxi,0,0,0,0,16,1,0,17
Delhi UT,2014,Jeep (Total),1,0,0,1,9,0,0,9
Delhi UT,2014,Jeep - Government,0,0,0,0,0,0,0,0
Delhi UT,2014,Jeep - Private,1,0,0,1,9,0,0,9
Delhi UT,2014,Tractor (Total),0,0,0,0,9,1,0,10
Delhi UT,2014,Three Wheeler/Auto rickshaw (Total),0,0,0,0,71,9,0,80
Delhi UT,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,0,0,0,0,55,8,0,63
Delhi UT,2014,Three Wheeler/Auto rickshaw - Goods Carriers,0,0,0,0,16,1,0,17
Delhi UT,2014,Two Wheeler (Total),30,2,0,32,252,24,0,276
Delhi UT,2014,Two Wheeler - Motor Cycle,28,2,0,30,171,18,0,189
Delhi UT,2014,Two Wheeler - Scooter,1,0,0,1,44,4,0,48
Delhi UT,2014,Two Wheeler - Others,1,0,0,1,37,2,0,39
Delhi UT,2014,Other Motor Vehicles,0,0,0,0,191,12,0,203
Delhi UT,2014,Sub Total (Motor Vehicles),46,3,0,49,1267,135,0,1402
Delhi UT,2014,Bicycle,0,0,0,0,5,0,0,5
Delhi UT,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,0,0,0
Delhi UT,2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
Delhi UT,2014,Pedestrian,8,1,0,9,61,7,0,68
Delhi UT,2014,Others,2,0,0,2,88,7,0,95
Delhi UT,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,10,1,0,11,154,14,0,168
Delhi UT,2014,Total,56,4,0,60,1421,149,0,1570
Lakshadweep,2014,Truck/Lorry (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Truck/Lorry - Normal Goods Carriers,0,0,0,0,0,0,0,0
Lakshadweep,2014,Truck/Lorry - Trailer/Container Carriers,0,0,0,0,0,0,0,0
Lakshadweep,2014,Truck/Lorry - Tankers,0,0,0,0,0,0,0,0
Lakshadweep,2014,Truck/Lorry - Others,0,0,0,0,0,0,0,0
Lakshadweep,2014,Bus (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Bus - Government,0,0,0,0,0,0,0,0
Lakshadweep,2014,Bus - Private,0,0,0,0,0,0,0,0
Lakshadweep,2014,Bus - School Bus,0,0,0,0,0,0,0,0
Lakshadweep,2014,SUV (7 & 8 Seater)/Station Wagon/etc. (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Government,0,0,0,0,0,0,0,0
Lakshadweep,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Private,0,0,0,0,0,0,0,0
Lakshadweep,2014,SUV (7 & 8 Seater)/Station Wagon/etc. - Taxi,0,0,0,0,0,0,0,0
Lakshadweep,2014,Car (4 & 5 Seater) (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Car (4 & 5 Seater) - Government,0,0,0,0,0,0,0,0
Lakshadweep,2014,Car (4 & 5 Seater) - Private,0,0,0,0,0,0,0,0
Lakshadweep,2014,Car (4 & 5 Seater) - Taxi,0,0,0,0,0,0,0,0
Lakshadweep,2014,Jeep (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Jeep - Government,0,0,0,0,0,0,0,0
Lakshadweep,2014,Jeep - Private,0,0,0,0,0,0,0,0
Lakshadweep,2014,Tractor (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Three Wheeler/Auto rickshaw (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Three Wheeler/Auto rickshaw - Passenger Carriers,0,0,0,0,0,0,0,0
Lakshadweep,2014,Three Wheeler/Auto rickshaw - Goods Carriers,0,0,0,0,0,0,0,0
Lakshadweep,2014,Two Wheeler (Total),0,0,0,0,0,0,0,0
Lakshadweep,2014,Two Wheeler - Motor Cycle,0,0,0,0,0,0,0,0
Lakshadweep,2014,Two Wheeler - Scooter,0,0,0,0,0,0,0,0
Lakshadweep,2014,Two Wheeler - Others,0,0,0,0,0,0,0,0
Lakshadweep,2014,Other Motor Vehicles,0,0,0,0,0,0,0,0
Lakshadweep,2014,Sub Total (Motor Vehicles),0,0,0,0,0,0,0,0
Lakshadweep,2014,Bicycle,0,0,0,0,0,0,0,0
Lakshadweep,2014,Hand Drawn Vehicle/Cycle rickshaw (Passenger),0,0,0,0,0,0,0,0
Lakshadweep,2014,Animal Drawn Vehicle,0,0,0,0,0,0,0,0
Lakshadweep,2014,Pedestrian,0,0,0,0,0,0,0,0
Lakshadweep,2014,Others,0,0,0,0,0,0,0,0
Lakshadweep,2014,Sub Total - (Bicycle + Hand Drawn Vehicle/Cycle rickshaw (Passenger) + Animal Drawn Vehicle + Pedestrian + Others,0,0,0,0,0,0,0,0
Lakshadweep,2014,Total,0,0,0,0,0,0,0,0
Puducherry,2014,Truck/Lorry (Total),8,1,0,9,2,0,0,2
Puducherry,2014,Truck/Lorry - Normal Goods Carriers,4,0,0,4,2,0,0,2
Puducherry,2014,Truck/Lorry - Trailer/Container Carriers,3,1,0,4,0,0,0,0
Puducherry,2014,Truck/Lorry - Tankers,1,0,0,1,0,0,0,0
Puducherry,2014,Truck/Lorry - Others,0,0,0,0,0,0,0,0
Puducherry,2014,Bus (Total),12,3,0,15,4,0,0,4
Puducherry,2014,Bus - Government,4,1,0,5,0,0,0,0
